,E1,v12,v13,E2,v21,v23,E3,v31,v32,G23,G31,G12,CTE_1,CTE_2,CTE_3
472,9.1403e+04,0.2006,0.3949,9.1403e+04,0.2006,0.3949,1.0864e+04,0.0469,0.0469,3.2173e+03,3.2173e+03,4.2145e+03,0.0000e+00,0.0000e+00,0.0000e+00
473,5.1971e+04,0.1711,0.5915,5.1971e+04,0.1711,0.5915,2.4102e+04,0.2743,0.2743,4.4545e+03,4.4545e+03,4.8914e+03,0.0000e+00,0.0000e+00,0.0000e+00
474,4.4619e+04,0.1594,0.4005,4.4619e+04,0.1594,0.4005,6.5339e+03,0.0586,0.0586,2.1439e+03,2.1439e+03,2.3824e+03,0.0000e+00,0.0000e+00,0.0000e+00
475,2.3407e+04,0.2376,0.4662,2.3407e+04,0.2376,0.4662,1.5529e+04,0.3093,0.3093,4.1110e+03,4.1110e+03,4.6437e+03,0.0000e+00,0.0000e+00,0.0000e+00
476,7.6112e+04,0.2078,0.6514,7.6112e+04,0.2078,0.6514,3.3399e+04,0.2858,0.2858,3.3060e+03,3.3060e+03,3.4816e+03,0.0000e+00,0.0000e+00,0.0000e+00
477,3.2164e+04,0.1633,0.4709,3.2164e+04,0.1633,0.4709,1.3965e+04,0.2044,0.2044,4.1825e+03,4.1825e+03,4.3980e+03,0.0000e+00,0.0000e+00,0.0000e+00
478,5.4278e+04,0.1948,0.4742,5.4278e+04,0.1948,0.4742,8.1489e+03,0.0712,0.0712,2.0683e+03,2.0683e+03,2.1849e+03,0.0000e+00,0.0000e+00,0.0000e+00
479,4.5480e+04,0.1125,0.3219,4.5480e+04,0.1125,0.3219,1.1659e+04,0.0825,0.0825,4.4363e+03,4.4363e+03,5.2082e+03,0.0000e+00,0.0000e+00,0.0000e+00
480,7.0349e+04,0.1553,0.4048,7.0349e+04,0.1553,0.4048,1.1632e+04,0.0669,0.0669,3.6839e+03,3.6839e+03,4.6637e+03,0.0000e+00,0.0000e+00,0.0000e+00
481,2.5811e+04,0.2462,0.5114,2.5811e+04,0.2462,0.5114,1.6785e+04,0.3325,0.3325,4.4624e+03,4.4624e+03,4.7024e+03,0.0000e+00,0.0000e+00,0.0000e+00
482,6.3838e+04,0.1396,0.3757,6.3838e+04,0.1396,0.3757,1.0982e+04,0.0646,0.0646,3.7544e+03,3.7544e+03,4.2031e+03,0.0000e+00,0.0000e+00,0.0000e+00
483,5.2175e+04,0.1739,0.4526,5.2175e+04,0.1739,0.4526,2.4433e+04,0.2120,0.2120,6.1843e+03,6.1843e+03,7.6791e+03,0.0000e+00,0.0000e+00,0.0000e+00
484,5.6596e+04,0.1766,0.5963,5.6596e+04,0.1766,0.5963,2.0904e+04,0.2202,0.2202,2.9090e+03,2.9090e+03,3.3541e+03,0.0000e+00,0.0000e+00,0.0000e+00
485,1.3347e+04,0.2738,0.3672,1.3347e+04,0.2738,0.3672,1.0847e+04,0.2984,0.2984,3.8684e+03,3.8684e+03,4.1303e+03,0.0000e+00,0.0000e+00,0.0000e+00
486,3.2824e+04,0.1836,0.6117,3.2824e+04,0.1836,0.6117,1.5272e+04,0.2846,0.2846,3.0226e+03,3.0226e+03,3.2057e+03,0.0000e+00,0.0000e+00,0.0000e+00
487,9.1123e+04,0.1316,0.3987,9.1123e+04,0.1316,0.3987,1.9681e+04,0.0861,0.0861,6.0189e+03,6.0189e+03,7.5151e+03,0.0000e+00,0.0000e+00,0.0000e+00
488,2.6816e+04,0.1242,0.3159,2.6816e+04,0.1242,0.3159,8.2269e+03,0.0969,0.0969,2.9142e+03,2.9142e+03,3.8445e+03,0.0000e+00,0.0000e+00,0.0000e+00
489,5.7763e+04,0.1522,0.5083,5.7763e+04,0.1522,0.5083,1.6859e+04,0.1484,0.1484,4.2920e+03,4.2920e+03,4.7808e+03,0.0000e+00,0.0000e+00,0.0000e+00
490,4.2395e+04,0.1378,0.4513,4.2395e+04,0.1378,0.4513,1.0047e+04,0.1069,0.1069,2.8423e+03,2.8423e+03,3.0948e+03,0.0000e+00,0.0000e+00,0.0000e+00
491,1.1227e+05,0.2080,0.6255,1.1227e+05,0.2080,0.6255,4.9053e+04,0.2733,0.2733,5.6215e+03,5.6215e+03,6.6048e+03,0.0000e+00,0.0000e+00,0.0000e+00
492,3.4214e+04,0.1823,0.5219,3.4214e+04,0.1823,0.5219,1.6137e+04,0.2461,0.2461,3.9207e+03,3.9207e+03,4.4006e+03,0.0000e+00,0.0000e+00,0.0000e+00
493,5.7023e+04,0.1115,0.3624,5.7023e+04,0.1115,0.3624,1.5453e+04,0.0982,0.0982,5.4222e+03,5.4222e+03,5.7942e+03,0.0000e+00,0.0000e+00,0.0000e+00
494,4.0276e+04,0.1291,0.4255,4.0276e+04,0.1291,0.4255,1.1289e+04,0.1193,0.1193,3.4210e+03,3.4210e+03,3.5642e+03,0.0000e+00,0.0000e+00,0.0000e+00
495,2.7314e+04,0.2968,0.5256,2.7314e+04,0.2968,0.5256,1.9771e+04,0.3804,0.3804,5.1467e+03,5.1467e+03,5.6230e+03,0.0000e+00,0.0000e+00,0.0000e+00
496,7.9598e+04,0.1926,0.4946,7.9598e+04,0.1926,0.4946,1.4066e+04,0.0874,0.0874,3.1688e+03,3.1688e+03,3.8830e+03,0.0000e+00,0.0000e+00,0.0000e+00
497,3.4845e+04,0.1168,0.3246,3.4845e+04,0.1168,0.3246,1.2847e+04,0.1197,0.1197,4.6253e+03,4.6253e+03,5.0871e+03,0.0000e+00,0.0000e+00,0.0000e+00
498,5.9973e+04,0.2150,0.6663,5.9973e+04,0.2150,0.6663,2.6896e+04,0.2988,0.2988,2.4559e+03,2.4559e+03,2.5082e+03,0.0000e+00,0.0000e+00,0.0000e+00
499,3.7148e+04,0.1475,0.3957,3.7148e+04,0.1475,0.3957,1.6004e+04,0.1705,0.1705,4.6772e+03,4.6772e+03,5.7168e+03,0.0000e+00,0.0000e+00,0.0000e+00
500,8.5827e+04,0.1690,0.3787,8.5827e+04,0.1690,0.3787,1.1714e+04,0.0517,0.0517,3.7442e+03,3.7442e+03,4.6825e+03,0.0000e+00,0.0000e+00,0.0000e+00
501,4.4736e+04,0.1785,0.5637,4.4736e+04,0.1785,0.5637,2.0229e+04,0.2549,0.2549,4.6871e+03,4.6871e+03,5.0390e+03,0.0000e+00,0.0000e+00,0.0000e+00
502,2.9035e+04,0.1144,0.3528,2.9035e+04,0.1144,0.3528,6.4708e+03,0.0786,0.0786,2.4859e+03,2.4859e+03,2.7053e+03,0.0000e+00,0.0000e+00,0.0000e+00
503,7.8475e+04,0.1502,0.4780,7.8475e+04,0.1502,0.4780,1.9171e+04,0.1168,0.1168,4.8232e+03,4.8232e+03,5.6940e+03,0.0000e+00,0.0000e+00,0.0000e+00
504,6.6188e+04,0.1663,0.5337,6.6188e+04,0.1663,0.5337,2.2968e+04,0.1852,0.1852,4.0758e+03,4.0758e+03,5.0304e+03,0.0000e+00,0.0000e+00,0.0000e+00
505,8.4710e+04,0.1375,0.4154,8.4710e+04,0.1375,0.4154,1.7582e+04,0.0862,0.0862,5.5148e+03,5.5148e+03,6.2491e+03,0.0000e+00,0.0000e+00,0.0000e+00
506,2.2282e+04,0.1724,0.5090,2.2282e+04,0.1724,0.5090,1.0916e+04,0.2493,0.2493,2.8032e+03,2.8032e+03,3.0235e+03,0.0000e+00,0.0000e+00,0.0000e+00
507,7.4221e+04,0.1263,0.3634,7.4221e+04,0.1263,0.3634,1.6797e+04,0.0822,0.0822,5.7319e+03,5.7319e+03,7.1875e+03,0.0000e+00,0.0000e+00,0.0000e+00
508,3.7329e+04,0.1481,0.4678,3.7329e+04,0.1481,0.4678,7.2107e+03,0.0904,0.0904,2.1531e+03,2.1531e+03,2.4228e+03,0.0000e+00,0.0000e+00,0.0000e+00
509,6.0236e+04,0.1797,0.6718,6.0236e+04,0.1797,0.6718,2.5242e+04,0.2815,0.2815,3.4182e+03,3.4182e+03,3.5485e+03,0.0000e+00,0.0000e+00,0.0000e+00
510,1.9953e+04,0.1538,0.4241,1.9953e+04,0.1538,0.4241,8.3241e+03,0.1769,0.1769,2.6943e+03,2.6943e+03,2.7500e+03,0.0000e+00,0.0000e+00,0.0000e+00
511,7.1323e+04,0.1759,0.6235,7.1323e+04,0.1759,0.6235,3.0799e+04,0.2692,0.2692,5.0093e+03,5.0093e+03,5.4163e+03,0.0000e+00,0.0000e+00,0.0000e+00
512,4.7633e+04,0.1635,0.4863,4.7633e+04,0.1635,0.4863,1.0602e+04,0.1082,0.1082,2.3575e+03,2.3575e+03,2.8457e+03,0.0000e+00,0.0000e+00,0.0000e+00
513,6.5611e+04,0.1359,0.3700,6.5611e+04,0.1359,0.3700,1.1062e+04,0.0624,0.0624,3.8892e+03,3.8892e+03,4.1804e+03,0.0000e+00,0.0000e+00,0.0000e+00
514,2.3319e+04,0.2322,0.6318,2.3319e+04,0.2322,0.6318,1.5816e+04,0.4285,0.4285,2.5055e+03,2.5055e+03,2.9357e+03,0.0000e+00,0.0000e+00,0.0000e+00
515,7.0856e+04,0.1441,0.4399,7.0856e+04,0.1441,0.4399,1.9064e+04,0.1184,0.1184,5.1721e+03,5.1721e+03,6.5547e+03,0.0000e+00,0.0000e+00,0.0000e+00
516,3.7266e+04,0.1311,0.3854,3.7266e+04,0.1311,0.3854,1.1109e+04,0.1149,0.1149,3.7376e+03,3.7376e+03,4.4398e+03,0.0000e+00,0.0000e+00,0.0000e+00
517,6.3875e+04,0.1571,0.5830,6.3875e+04,0.1571,0.5830,2.3852e+04,0.2177,0.2177,4.9070e+03,4.9070e+03,5.1747e+03,0.0000e+00,0.0000e+00,0.0000e+00
518,4.0638e+04,0.1409,0.3513,4.0638e+04,0.1409,0.3513,6.4229e+03,0.0555,0.0555,2.2244e+03,2.2244e+03,2.5329e+03,0.0000e+00,0.0000e+00,0.0000e+00
519,2.6384e+04,0.2072,0.4248,2.6384e+04,0.2072,0.4248,1.4195e+04,0.2286,0.2286,4.2679e+03,4.2679e+03,5.0363e+03,0.0000e+00,0.0000e+00,0.0000e+00
520,9.5872e+04,0.1992,0.5443,9.5872e+04,0.1992,0.5443,2.5801e+04,0.1465,0.1465,3.9430e+03,3.9430e+03,4.7976e+03,0.0000e+00,0.0000e+00,0.0000e+00
521,4.1286e+04,0.1316,0.3880,4.1286e+04,0.1316,0.3880,1.5637e+04,0.1470,0.1470,5.1055e+03,5.1055e+03,5.7012e+03,0.0000e+00,0.0000e+00,0.0000e+00
522,6.0617e+04,0.1607,0.5530,6.0617e+04,0.1607,0.5530,1.6841e+04,0.1536,0.1536,3.5785e+03,3.5785e+03,3.8508e+03,0.0000e+00,0.0000e+00,0.0000e+00
523,4.2015e+04,0.1286,0.3132,4.2015e+04,0.1286,0.3132,1.7795e+04,0.1327,0.1327,6.3038e+03,6.3038e+03,7.6170e+03,0.0000e+00,0.0000e+00,0.0000e+00
524,7.9500e+04,0.1968,0.4407,7.9500e+04,0.1968,0.4407,1.1211e+04,0.0621,0.0621,2.9944e+03,2.9944e+03,3.5445e+03,0.0000e+00,0.0000e+00,0.0000e+00
525,4.5177e+04,0.2205,0.6598,4.5177e+04,0.2205,0.6598,2.5529e+04,0.3728,0.3728,4.1860e+03,4.1860e+03,4.2104e+03,0.0000e+00,0.0000e+00,0.0000e+00
526,2.7081e+04,0.1444,0.5049,2.7081e+04,0.1444,0.5049,9.1996e+03,0.1715,0.1715,2.5065e+03,2.5065e+03,2.6985e+03,0.0000e+00,0.0000e+00,0.0000e+00
527,8.0860e+04,0.1214,0.3241,8.0860e+04,0.1214,0.3241,1.5091e+04,0.0605,0.0605,5.4183e+03,5.4183e+03,6.5141e+03,0.0000e+00,0.0000e+00,0.0000e+00
528,2.6402e+04,0.1678,0.3504,2.6402e+04,0.1678,0.3504,1.2898e+04,0.1712,0.1712,4.3565e+03,4.3565e+03,5.4314e+03,0.0000e+00,0.0000e+00,0.0000e+00
529,5.9373e+04,0.1804,0.5864,5.9373e+04,0.1804,0.5864,2.5798e+04,0.2548,0.2548,5.4782e+03,5.4782e+03,5.8878e+03,0.0000e+00,0.0000e+00,0.0000e+00
530,4.6911e+04,0.1210,0.3557,4.6911e+04,0.1210,0.3557,1.0776e+04,0.0817,0.0817,3.6354e+03,3.6354e+03,4.1656e+03,0.0000e+00,0.0000e+00,0.0000e+00
531,1.1204e+05,0.1672,0.4960,1.1204e+05,0.1672,0.4960,2.8479e+04,0.1261,0.1261,6.3175e+03,6.3175e+03,8.1112e+03,0.0000e+00,0.0000e+00,0.0000e+00
532,3.0834e+04,0.1935,0.6147,3.0834e+04,0.1935,0.6147,1.5397e+04,0.3070,0.3070,2.5697e+03,2.5697e+03,2.9983e+03,0.0000e+00,0.0000e+00,0.0000e+00
533,5.2429e+04,0.1276,0.4391,5.2429e+04,0.1276,0.4391,1.3409e+04,0.1123,0.1123,3.9703e+03,3.9703e+03,4.3255e+03,0.0000e+00,0.0000e+00,0.0000e+00
534,7.2030e+04,0.1868,0.6118,7.2030e+04,0.1868,0.6118,2.2735e+04,0.1931,0.1931,3.3627e+03,3.3627e+03,3.6815e+03,0.0000e+00,0.0000e+00,0.0000e+00
535,6.6339e+04,0.1389,0.4146,6.6339e+04,0.1389,0.4146,1.9753e+04,0.1235,0.1235,6.0965e+03,6.0965e+03,7.4123e+03,0.0000e+00,0.0000e+00,0.0000e+00
536,8.3303e+04,0.1776,0.3592,8.3303e+04,0.1776,0.3592,1.0184e+04,0.0439,0.0439,3.4660e+03,3.4660e+03,4.5535e+03,0.0000e+00,0.0000e+00,0.0000e+00
537,3.5826e+04,0.1686,0.4767,3.5826e+04,0.1686,0.4767,1.6134e+04,0.2147,0.2147,4.4414e+03,4.4414e+03,4.9516e+03,0.0000e+00,0.0000e+00,0.0000e+00
538,5.7710e+04,0.1994,0.4839,5.7710e+04,0.1994,0.4839,7.6895e+03,0.0645,0.0645,2.1743e+03,2.1743e+03,2.2940e+03,0.0000e+00,0.0000e+00,0.0000e+00
539,5.8600e+04,0.2194,0.6094,5.8600e+04,0.2194,0.6094,3.4393e+04,0.3576,0.3576,4.5842e+03,4.5842e+03,5.1032e+03,0.0000e+00,0.0000e+00,0.0000e+00
540,5.9921e+04,0.1612,0.5329,5.9921e+04,0.1612,0.5329,1.6778e+04,0.1492,0.1492,3.3160e+03,3.3160e+03,3.7642e+03,0.0000e+00,0.0000e+00,0.0000e+00
541,2.5047e+04,0.1722,0.3567,2.5047e+04,0.1722,0.3567,1.3439e+04,0.1914,0.1914,4.6724e+03,4.6724e+03,4.9718e+03,0.0000e+00,0.0000e+00,0.0000e+00
542,4.3518e+04,0.1873,0.5738,4.3518e+04,0.1873,0.5738,1.0817e+04,0.1426,0.1426,1.9007e+03,1.9007e+03,1.9377e+03,0.0000e+00,0.0000e+00,0.0000e+00
543,3.0049e+04,0.1457,0.3819,3.0049e+04,0.1457,0.3819,1.1716e+04,0.1489,0.1489,4.0522e+03,4.0522e+03,4.6470e+03,0.0000e+00,0.0000e+00,0.0000e+00
544,9.3249e+04,0.1767,0.3424,9.3249e+04,0.1767,0.3424,1.0266e+04,0.0377,0.0377,3.7865e+03,3.7865e+03,4.8792e+03,0.0000e+00,0.0000e+00,0.0000e+00
545,4.6586e+04,0.1385,0.4565,4.6586e+04,0.1385,0.4565,1.7012e+04,0.1667,0.1667,4.7272e+03,4.7272e+03,5.1213e+03,0.0000e+00,0.0000e+00,0.0000e+00
546,5.4063e+04,0.1403,0.4456,5.4063e+04,0.1403,0.4456,1.2278e+04,0.1012,0.1012,3.6045e+03,3.6045e+03,4.0910e+03,0.0000e+00,0.0000e+00,0.0000e+00
547,3.3391e+04,0.3096,0.4961,3.3391e+04,0.3096,0.4961,2.6650e+04,0.3959,0.3959,5.8110e+03,5.8110e+03,6.8244e+03,0.0000e+00,0.0000e+00,0.0000e+00
548,7.5410e+04,0.1983,0.5008,7.5410e+04,0.1983,0.5008,1.3425e+04,0.0892,0.0892,2.8785e+03,2.8785e+03,3.4322e+03,0.0000e+00,0.0000e+00,0.0000e+00
549,3.5430e+04,0.1266,0.3578,3.5430e+04,0.1266,0.3578,1.1768e+04,0.1188,0.1188,4.2104e+03,4.2104e+03,4.6700e+03,0.0000e+00,0.0000e+00,0.0000e+00
550,1.6908e+04,0.2078,0.4649,1.6908e+04,0.2078,0.4649,9.6577e+03,0.2655,0.2655,2.9669e+03,2.9669e+03,3.2591e+03,0.0000e+00,0.0000e+00,0.0000e+00
551,6.5486e+04,0.1127,0.3250,6.5486e+04,0.1127,0.3250,1.6903e+04,0.0839,0.0839,6.0427e+03,6.0427e+03,7.4833e+03,0.0000e+00,0.0000e+00,0.0000e+00
552,4.2076e+04,0.1276,0.3745,4.2076e+04,0.1276,0.3745,9.0936e+03,0.0809,0.0809,2.8040e+03,2.8040e+03,3.6972e+03,0.0000e+00,0.0000e+00,0.0000e+00
553,7.5243e+04,0.1726,0.6057,7.5243e+04,0.1726,0.6057,2.6342e+04,0.2121,0.2121,4.4052e+03,4.4052e+03,4.7954e+03,0.0000e+00,0.0000e+00,0.0000e+00
554,2.0080e+04,0.1263,0.3483,2.0080e+04,0.1263,0.3483,7.9462e+03,0.1378,0.1378,2.7326e+03,2.7326e+03,3.1895e+03,0.0000e+00,0.0000e+00,0.0000e+00
555,8.2536e+04,0.1642,0.5198,8.2536e+04,0.1642,0.5198,2.5784e+04,0.1624,0.1624,5.4670e+03,5.4670e+03,6.7419e+03,0.0000e+00,0.0000e+00,0.0000e+00
556,5.1511e+04,0.2199,0.6447,5.1511e+04,0.2199,0.6447,2.7909e+04,0.3493,0.3493,3.9900e+03,3.9900e+03,4.3417e+03,0.0000e+00,0.0000e+00,0.0000e+00
557,6.7481e+04,0.1332,0.4635,6.7481e+04,0.1332,0.4635,1.8374e+04,0.1262,0.1262,5.2358e+03,5.2358e+03,5.5425e+03,0.0000e+00,0.0000e+00,0.0000e+00
558,6.0655e+04,0.1298,0.3521,6.0655e+04,0.1298,0.3521,1.1254e+04,0.0653,0.0653,3.7650e+03,3.7650e+03,4.1367e+03,0.0000e+00,0.0000e+00,0.0000e+00
559,5.3539e+04,0.1687,0.4911,5.3539e+04,0.1687,0.4911,2.2962e+04,0.2106,0.2106,6.0545e+03,6.0545e+03,7.0365e+03,0.0000e+00,0.0000e+00,0.0000e+00
560,7.6847e+04,0.2044,0.5768,7.6847e+04,0.2044,0.5768,2.6246e+04,0.1970,0.1970,3.5544e+03,3.5544e+03,4.2738e+03,0.0000e+00,0.0000e+00,0.0000e+00
561,2.4904e+04,0.1771,0.3829,2.4904e+04,0.1771,0.3829,1.3636e+04,0.2097,0.2097,4.5533e+03,4.5533e+03,4.9296e+03,0.0000e+00,0.0000e+00,0.0000e+00
562,7.0179e+04,0.2183,0.5560,7.0179e+04,0.2183,0.5560,1.3243e+04,0.1049,0.1049,2.4888e+03,2.4888e+03,2.6363e+03,0.0000e+00,0.0000e+00,0.0000e+00
563,6.8980e+04,0.1293,0.3592,6.8980e+04,0.1293,0.3592,1.6475e+04,0.0858,0.0858,5.3685e+03,5.3685e+03,6.9980e+03,0.0000e+00,0.0000e+00,0.0000e+00
564,7.5491e+04,0.1555,0.4414,7.5491e+04,0.1555,0.4414,1.4383e+04,0.0841,0.0841,3.8549e+03,3.8549e+03,4.7314e+03,0.0000e+00,0.0000e+00,0.0000e+00
565,3.5066e+04,0.3026,0.6078,3.5066e+04,0.3026,0.6078,2.5576e+04,0.4433,0.4433,4.8582e+03,4.8582e+03,4.8356e+03,0.0000e+00,0.0000e+00,0.0000e+00
566,3.6508e+04,0.1299,0.4162,3.6508e+04,0.1299,0.4162,8.2844e+03,0.0944,0.0944,2.6003e+03,2.6003e+03,2.7601e+03,0.0000e+00,0.0000e+00,0.0000e+00
567,9.2833e+04,0.1661,0.5605,9.2833e+04,0.1661,0.5605,2.8522e+04,0.1722,0.1722,4.9880e+03,4.9880e+03,5.7651e+03,0.0000e+00,0.0000e+00,0.0000e+00
568,3.4773e+04,0.1605,0.4357,3.4773e+04,0.1605,0.4357,1.4890e+04,0.1865,0.1865,4.0433e+03,4.0433e+03,4.8862e+03,0.0000e+00,0.0000e+00,0.0000e+00
569,6.6514e+04,0.1182,0.3445,6.6514e+04,0.1182,0.3445,1.6016e+04,0.0830,0.0830,5.8165e+03,5.8165e+03,6.6634e+03,0.0000e+00,0.0000e+00,0.0000e+00
570,3.3694e+04,0.2012,0.6468,3.3694e+04,0.2012,0.6468,1.8249e+04,0.3503,0.3503,2.9379e+03,2.9379e+03,3.1069e+03,0.0000e+00,0.0000e+00,0.0000e+00
571,8.9785e+04,0.1496,0.4495,8.9785e+04,0.1496,0.4495,2.0412e+04,0.1022,0.1022,5.7830e+03,5.7830e+03,7.1446e+03,0.0000e+00,0.0000e+00,0.0000e+00
572,1.8877e+04,0.1403,0.3547,1.8877e+04,0.1403,0.3547,7.0575e+03,0.1326,0.1326,2.3254e+03,2.3254e+03,2.6981e+03,0.0000e+00,0.0000e+00,0.0000e+00
573,4.4126e+04,0.1519,0.5424,4.4126e+04,0.1519,0.5424,1.5899e+04,0.1954,0.1954,3.5349e+03,3.5349e+03,3.7636e+03,0.0000e+00,0.0000e+00,0.0000e+00
574,5.5141e+04,0.1744,0.4005,5.5141e+04,0.1744,0.4005,8.0900e+03,0.0588,0.0588,2.4439e+03,2.4439e+03,2.8957e+03,0.0000e+00,0.0000e+00,0.0000e+00
575,5.1113e+04,0.1589,0.5239,5.1113e+04,0.1589,0.5239,2.0274e+04,0.2078,0.2078,4.6347e+03,4.6347e+03,5.2558e+03,0.0000e+00,0.0000e+00,0.0000e+00
576,8.0136e+04,0.1869,0.6099,8.0136e+04,0.1869,0.6099,3.5365e+04,0.2692,0.2692,4.1307e+03,4.1307e+03,4.7268e+03,0.0000e+00,0.0000e+00,0.0000e+00
577,2.8115e+04,0.1884,0.4224,2.8115e+04,0.1884,0.4224,1.5246e+04,0.2290,0.2290,4.8338e+03,4.8338e+03,5.2006e+03,0.0000e+00,0.0000e+00,0.0000e+00
578,6.3976e+04,0.1665,0.4932,6.3976e+04,0.1665,0.4932,1.3007e+04,0.1003,0.1003,3.0982e+03,3.0982e+03,3.4826e+03,0.0000e+00,0.0000e+00,0.0000e+00
579,4.8340e+04,0.1328,0.3235,4.8340e+04,0.1328,0.3235,1.6147e+04,0.1080,0.1080,5.8869e+03,5.8869e+03,7.3130e+03,0.0000e+00,0.0000e+00,0.0000e+00
580,5.3564e+04,0.1695,0.4212,5.3564e+04,0.1695,0.4212,8.0363e+03,0.0632,0.0632,2.4592e+03,2.4592e+03,2.9328e+03,0.0000e+00,0.0000e+00,0.0000e+00
581,2.0402e+04,0.2633,0.5473,2.0402e+04,0.2633,0.5473,1.3940e+04,0.3739,0.3739,3.5662e+03,3.5662e+03,3.7919e+03,0.0000e+00,0.0000e+00,0.0000e+00
582,3.6791e+04,0.1398,0.4664,3.6791e+04,0.1398,0.4664,1.2715e+04,0.1612,0.1612,3.4945e+03,3.4945e+03,3.7304e+03,0.0000e+00,0.0000e+00,0.0000e+00
583,1.0578e+05,0.2235,0.6701,1.0578e+05,0.2235,0.6701,6.0978e+04,0.3863,0.3863,6.4322e+03,6.4322e+03,7.2241e+03,0.0000e+00,0.0000e+00,0.0000e+00
584,2.8125e+04,0.2049,0.5011,2.8125e+04,0.2049,0.5011,1.4481e+04,0.2580,0.2580,3.1487e+03,3.1487e+03,3.7762e+03,0.0000e+00,0.0000e+00,0.0000e+00
585,5.9757e+04,0.1176,0.3751,5.9757e+04,0.1176,0.3751,1.5142e+04,0.0950,0.0950,4.9337e+03,4.9337e+03,5.5999e+03,0.0000e+00,0.0000e+00,0.0000e+00
586,4.1012e+04,0.1824,0.6341,4.1012e+04,0.1824,0.6341,1.5696e+04,0.2427,0.2427,2.3479e+03,2.3479e+03,2.4678e+03,0.0000e+00,0.0000e+00,0.0000e+00
587,1.0502e+05,0.1562,0.4023,1.0502e+05,0.1562,0.4023,1.7796e+04,0.0682,0.0682,5.1052e+03,5.1052e+03,6.5503e+03,0.0000e+00,0.0000e+00,0.0000e+00
588,3.3537e+04,0.1175,0.3397,3.3537e+04,0.1175,0.3397,1.0186e+04,0.1032,0.1032,3.6293e+03,3.6293e+03,4.2652e+03,0.0000e+00,0.0000e+00,0.0000e+00
589,5.4964e+04,0.1531,0.5498,5.4964e+04,0.1531,0.5498,1.8617e+04,0.1862,0.1862,4.5773e+03,4.5773e+03,4.7510e+03,0.0000e+00,0.0000e+00,0.0000e+00
590,4.0373e+04,0.2091,0.6892,4.0373e+04,0.2091,0.6892,2.2602e+04,0.3858,0.3858,3.0463e+03,3.0463e+03,3.0094e+03,0.0000e+00,0.0000e+00,0.0000e+00
591,2.1349e+04,0.2367,0.3828,2.1349e+04,0.2367,0.3828,1.5652e+04,0.2806,0.2806,5.1445e+03,5.1445e+03,5.7914e+03,0.0000e+00,0.0000e+00,0.0000e+00
592,7.7468e+04,0.1796,0.3656,7.7468e+04,0.1796,0.3656,9.5370e+03,0.0450,0.0450,3.0855e+03,3.0855e+03,4.0113e+03,0.0000e+00,0.0000e+00,0.0000e+00
593,3.4535e+04,0.1902,0.5367,3.4535e+04,0.1902,0.5367,1.6787e+04,0.2609,0.2609,4.1837e+03,4.1837e+03,4.6153e+03,0.0000e+00,0.0000e+00,0.0000e+00
594,6.0436e+04,0.1530,0.4239,6.0436e+04,0.1530,0.4239,1.0880e+04,0.0763,0.0763,3.2008e+03,3.2008e+03,3.7609e+03,0.0000e+00,0.0000e+00,0.0000e+00
595,3.7769e+04,0.2649,0.5316,3.7769e+04,0.2649,0.5316,2.3588e+04,0.3320,0.3320,5.2347e+03,5.2347e+03,6.1563e+03,0.0000e+00,0.0000e+00,0.0000e+00
596,8.7409e+04,0.1693,0.5024,8.7409e+04,0.1693,0.5024,1.8360e+04,0.1055,0.1055,4.3373e+03,4.3373e+03,5.2812e+03,0.0000e+00,0.0000e+00,0.0000e+00
597,4.4875e+04,0.1157,0.3201,4.4875e+04,0.1157,0.3201,1.6022e+04,0.1143,0.1143,5.7997e+03,5.7997e+03,6.3344e+03,0.0000e+00,0.0000e+00,0.0000e+00
598,2.1541e+04,0.1530,0.5179,2.1541e+04,0.1530,0.5179,8.5877e+03,0.2065,0.2065,2.0139e+03,2.0139e+03,2.2046e+03,0.0000e+00,0.0000e+00,0.0000e+00
